id: 8e63d5492ea94b40a50b0033a74ee3d8 url: Qci5ka9r54A                         
PCO: 0.0000          AAE: 54.8820                             
                                                              
gt_time              time_dif             word                
137.53               -78.37               now                 
138.01               -78.71               i                   
138.25               -78.88               said                
138.73               -79.15               somebody            
139.69               -79.53               else                
140.17               -79.92               to                  
140.41               -80.09               lead                
140.89               -80.13               me                  
141.37               -80.54               now                 
150.30               -89.36               brothers            
150.54               -89.30               on                  
150.78               -89.35               top                 
151.02               -89.50               chasing             
151.26               -89.09               all                 
151.50               -89.24               the                 
151.62               -89.29               melodies            
152.16               -89.55               never               
152.40               -89.26               can                 
152.64               -89.29               stop                
152.88               -89.18               cause               
153.06               -89.13               it's                
153.24               -89.14               a                   
153.36               -89.19               necessity           
154.14               -89.28               your                
154.26               -89.05               like                
154.38               -89.08               the                 
154.50               -88.92               way                 
154.62               -88.90               the                 
154.74               -88.90               northern            
154.98               -88.68               borders             
155.34               -88.57               they                
155.46               -88.18               make                
155.64               -88.06               you                 
155.76               -87.76               dance               
156.06               -87.34               i                   
156.18               -87.21               think               
156.30               -86.86               we're               
156.42               -86.89               changing            
156.66               -86.53               the                 
156.90               -86.28               sound               
157.14               -86.12               of                  
157.26               -85.94               sweet               
157.50               -85.90               romance             
157.92               -85.37               time                
158.16               -85.15               to                  
158.40               -85.16               party               
158.76               -85.19               juni                
159.12               -85.39               hon                 
159.36               -85.42               no                  
159.60               -85.59               ude                 
159.84               -85.36               everybody           
160.68               -85.48               wants               
160.92               -85.38               to                  
161.04               -85.36               get                 
161.28               -85.39               started             
161.82               -85.18               takatantan          
162.48               -84.64               sweet               
162.72               -83.46               sounds              
162.84               -83.28               of                  
162.96               -83.21               the                 
163.08               -83.08               shamisen            
163.86               -83.56               tsugaru             
164.22               -83.52               style               
164.52               -83.15               if                  
164.64               -83.20               you                 
164.76               -82.83               know                
164.88               -82.72               where               
165.00               -82.35               they're             
165.12               -82.01               coming              
165.36               -81.67               from                
165.72               -81.84               wouldn't            
166.02               -81.14               be                  
166.14               -80.66               nice                
166.32               -80.61               if                  
166.44               -80.63               the                 
166.62               -80.63               whole               
166.80               -80.41               world               
167.04               -80.54               got                 
167.16               -80.29               along               
167.52               -80.34               even                
167.76               -80.40               on                  
167.88               -80.43               the                 
168.00               -80.36               small               
168.24               -80.09               scale               
168.48               -79.96               change              
168.78               -79.93               is                  
168.90               -79.98               possible            
169.62               -80.47               we                  
169.74               -80.50               keep                
169.92               -80.40               saying              
170.16               -80.15               these               
170.28               -80.18               things              
170.52               -80.14               don't               
170.64               -79.82               even                
170.88               -79.80               know                
171.00               -79.46               what                
171.18               -79.55               they                
171.36               -79.47               mean                
171.60               -79.57               as                  
171.72               -79.57               if                  
171.84               -79.60               we've               
171.96               -79.63               never               
172.20               -79.68               seen                
172.44               -79.67               the                 
172.62               -79.62               other               
172.86               -79.76               end                 
172.98               -79.79               of                  
173.10               -79.84               the                 
173.22               -79.70               street              
173.52               -79.87               start               
173.76               -79.66               travelling          
174.24               -79.77               communicating       
175.02               -78.42               educating           
175.62               -78.34               sing                
175.80               -77.80               them                
175.92               -77.67               your                
176.04               -77.37               song                
176.28               -77.05               you'd               
176.40               -76.85               be                  
176.52               -76.88               suprised            
176.88               -76.47               how                 
177.00               -76.36               many                
177.36               -76.32               people              
177.54               -76.20               want                
177.66               -76.04               to                  
177.78               -75.67               hear                
177.90               -75.56               what                
178.02               -75.31               your                
178.14               -75.11               saying              
178.56               -74.94               apples              
178.80               -74.49               are                 
178.98               -74.48               red                 
179.58               -74.64               but                 
179.70               -74.51               taste               
179.82               -74.12               the                 
180.00               -74.13               same                
180.24               -74.19               as                  
180.42               -74.30               green               
180.84               -74.39               wooo                
182.16               -75.62               cause               
182.40               -75.72               it's                
182.64               -75.77               all                 
183.12               -76.04               gone                
183.60               -76.43               wrong               
184.08               -76.80               for                 
184.32               -76.71               me                  
184.80               -76.68               somebody            
185.76               -77.20               else                
186.24               -77.21               to                  
186.48               -77.38               lead                
186.96               -77.68               me                  
187.44               -78.09               now                 
187.92               -78.48               i                   
188.16               -78.65               need                
188.40               -78.61               a                   
188.64               -78.64               change              
189.84               -79.54               cause               
190.08               -79.01               it's                
190.32               -78.93               all                 
190.80               -79.34               gone                
191.28               -79.56               wrong               
191.76               -79.95               for                 
192.00               -79.84               me                  
192.48               -80.06               somebody            
193.44               -80.03               else                
193.92               -80.30               to                  
194.16               -80.30               lead                
194.64               -80.69               me                  
195.12               -81.08               now                 
195.60               -81.49               i                   
195.84               -81.68               want                
196.32               -82.05               somebody            
197.28               -82.82               else                
197.76               -83.18               to                  
198.00               -82.94               lead                
198.48               -83.16               me                  
198.96               -83.43               now                 
199.44               -83.45               i                   
199.68               -83.50               said                
200.16               -83.89               somebody            
201.12               -83.20               else                
201.60               -83.24               to                  
201.84               -83.41               lead                
202.32               -83.66               me                  
202.80               -83.95               now                 
241.67               -122.76              i                   
241.91               -122.79              need                
242.15               -122.77              a                   
242.39               -122.78              change              
243.59               -122.79              cause               
243.83               -122.76              it's                
244.07               -122.76              all                 
244.55               -122.80              gone                
245.03               -122.77              wrong               
245.51               -122.79              for                 
245.75               -122.79              me                  
246.29               -122.82              somebody            
247.25               -122.74              else                
247.73               -122.82              to                  
247.97               -122.62              lead                
248.45               -122.85              me                  
248.93               -122.84              now                 
249.41               -122.83              i                   
249.65               -122.84              need                
249.89               -122.82              a                   
250.13               -122.86              change              
251.33               -122.83              cause               
251.57               -122.79              it's                
251.81               -122.79              all                 
252.29               -122.86              gone                
252.77               -122.83              wrong               
253.25               -122.84              for                 
253.49               -122.85              me                  
253.97               -122.82              somebody            
254.93               -122.80              else                
255.41               -122.80              to                  
255.65               -122.92              lead                
256.13               -123.31              me                  
256.61               -123.62              now                 
257.09               -124.03              i                   
257.33               -124.04              need                
257.57               -124.07              a                   
257.81               -124.27              change              
259.01               -124.96              cause               
259.25               -125.10              it's                
259.49               -125.25              all                 
259.97               -125.66              gone                
260.45               -125.93              wrong               
260.93               -126.32              for                 
261.17               -126.44              me                  
261.65               -126.69              somebody            
262.61               -126.67              else                
263.09               -126.67              to                  
263.33               -126.70              lead                
263.81               -126.69              me                  
264.29               -126.68              now                 
264.77               -126.70              i                   
265.01               -126.89              need                
265.25               -127.04              a                   
265.49               -127.16              change              
266.69               -128.15              cause               
266.93               -128.30              it's                
267.17               -128.45              all                 
267.65               -128.86              gone                
268.13               -129.24              wrong               
268.61               -129.63              for                 
268.85               -129.71              me                  
269.32               -130.10              somebody            
270.28               -130.43              else                
270.76               -130.49              to                  
271.00               -130.43              lead                
271.48               -130.54              me                  
271.96               -130.53              now                 
272.44               -130.82              i                   
272.68               -131.02              want                
273.16               -131.38              somebody            
274.12               -131.97              else                
274.60               -132.19              to                  
274.84               -131.92              lead                
275.32               -131.75              me                  
275.80               -131.98              now                 
276.28               -132.20              i                   
276.52               -132.09              said                
277.00               -131.53              somebody            
277.96               -131.49              else                
278.44               -131.18              to                  
278.68               -131.12              lead                
279.16               -131.28              me                  
279.64               -131.50              now                 

                    
                    
                   
id: e504cf3696764731808338edd7520131 url: 5d7EbtLb8ok                         
PCO: 0.0000          AAE: 0.7212                              
                                                              
gt_time              time_dif             word                
22.61                0.68                 i'm                 
22.79                0.69                 wakin               
23.15                0.95                 up                  
23.51                0.71                 at                  
23.69                0.69                 the                 
23.87                0.67                 start               
24.23                0.63                 of                  
24.41                0.54                 the                 
24.59                0.83                 end                 
24.78                0.74                 of                  
24.96                0.75                 the                 
25.14                0.73                 world               
25.68                0.74                 but                 
25.86                0.70                 it's                
26.04                0.73                 feelin              
26.40                0.74                 just                
26.58                0.72                 like                
26.76                0.77                 every               
27.12                0.90                 other               
27.49                0.70                 mornin              
27.85                0.69                 before              
28.57                0.75                 now                 
28.75                0.78                 i                   
28.93                0.76                 wonder              
29.29                0.75                 what                
29.47                0.73                 my                  
29.66                0.74                 life                
29.84                0.88                 is                  
30.02                0.86                 gonna               
30.38                0.73                 mean                
30.56                0.74                 if                  
30.74                0.74                 it's                
30.92                0.75                 gone                
34.17                0.70                 the                 
34.35                0.70                 cars                
34.53                0.78                 are                 
34.72                0.71                 movin               
35.08                0.70                 like                
35.26                0.82                 a                   
35.44                0.69                 half                
35.62                0.74                 a                   
35.80                0.72                 mile                
35.98                0.84                 an                  
36.16                0.73                 hour                
36.52                0.72                 and                 
36.70                1.02                 i                   
37.25                0.69                 started             
37.61                0.70                 starin              
37.97                0.83                 at                  
38.15                0.72                 the                 
38.33                0.72                 passengers          
38.87                0.78                 and                 
39.05                0.72                 wavin               
39.41                0.73                 goodbye             
40.14                0.77                 can                 
40.32                0.73                 you                 
40.50                0.71                 tell                
40.68                0.76                 me                  
40.86                0.75                 what                
41.04                0.75                 was                 
41.22                0.76                 ever                
41.58                0.70                 really              
41.94                0.71                 special             
42.31                0.88                 about               
42.85                0.75                 me                  
43.21                0.69                 all                 
43.57                0.75                 this                
43.93                0.71                 time                
45.38                0.69                 but                 
45.56                0.69                 i                   
46.10                0.52                 believe             
46.82                0.73                 the                 
47.00                0.73                 world               
47.55                0.82                 is                  
47.73                0.73                 burnin              
48.09                0.74                 to                  
48.27                0.72                 the                 
48.45                0.72                 ground              
48.99                0.74                 oh                  
49.17                0.74                 well                
49.72                0.74                 i                   
49.90                0.76                 guess               
50.44                0.71                 we're               
50.62                0.76                 gonna               
50.98                0.72                 find                
51.34                0.76                 out                 
51.70                0.72                 let's               
52.06                0.73                 see                 
52.43                0.72                 how                 
52.79                0.71                 far                 
53.15                0.74                 we've               
53.51                0.73                 come                
54.59                0.69                 let's               
54.96                0.72                 see                 
55.32                0.71                 how                 
55.68                0.72                 far                 
56.04                0.73                 we've               
56.40                0.71                 come                
56.94                0.73                 well                
57.12                0.71                 i                   
57.67                0.72                 believe             
58.39                0.74                 it                  
58.57                0.75                 all                 
59.11                0.81                 is                  
59.29                0.75                 comin               
59.66                0.73                 to                  
59.84                0.85                 an                  
60.02                0.74                 end                 
60.56                0.74                 oh                  
60.74                0.74                 well                
61.28                0.73                 i                   
61.46                0.78                 guess               
62.00                0.73                 we're               
62.19                0.76                 gonna               
62.55                0.74                 pretend             
63.27                0.69                 let's               
63.63                0.73                 see                 
63.99                0.71                 how                 
64.35                0.70                 far                 
64.72                0.73                 we've               
65.08                0.72                 come                
66.16                0.70                 let's               
66.52                0.71                 see                 
66.88                0.70                 how                 
67.25                0.71                 far                 
67.61                0.72                 we've               
67.97                0.71                 come                
68.87                0.71                 i                   
69.05                0.69                 think               
69.23                0.74                 it                  
69.41                0.73                 turned              
69.78                0.71                 ten                 
69.96                0.72                 o                   
70.14                0.70                 clock               
70.50                0.76                 but                 
70.68                0.71                 i                   
70.86                0.70                 don't               
71.04                0.72                 really              
71.40                0.73                 know                
71.94                0.66                 and                 
72.12                0.62                 i                   
72.31                0.71                 can't               
72.49                0.74                 remember            
73.03                0.71                 carin               
73.39                0.77                 for                 
73.57                0.86                 an                  
73.75                0.75                 hour                
74.11                0.74                 or                  
74.29                0.72                 so                  
74.84                0.67                 started             
75.20                0.72                 cryin               
75.56                0.73                 and                 
75.74                0.69                 i                   
75.92                0.74                 couldn't            
76.46                0.64                 stop                
76.82                0.70                 myself              
77.55                0.70                 i                   
77.73                0.65                 started             
78.09                0.71                 runnin              
78.45                0.72                 but                 
78.63                0.70                 there's             
78.81                0.73                 nowhere             
79.17                0.72                 to                  
79.35                0.72                 run                 
79.72                0.71                 to                  
80.44                0.68                 i                   
80.71                0.69                 sat                 
80.98                0.70                 down                
81.16                0.73                 on                  
81.34                0.69                 the                 
81.52                0.67                 street              
81.88                0.75                 took                
82.06                0.75                 a                   
82.25                0.71                 look                
82.43                0.78                 at                  
82.61                0.70                 myself              
83.33                0.74                 said                
83.51                0.72                 where               
83.69                0.73                 you                 
83.87                0.71                 goin                
84.23                0.70                 man                 
84.41                0.72                 you                 
84.59                0.71                 know                
84.78                0.73                 the                 
84.96                0.72                 world               
85.14                0.86                 is                  
85.32                0.75                 headed              
85.68                0.74                 for                 
85.86                0.72                 hell                
86.40                0.71                 say                 
86.58                0.74                 your                
86.94                0.75                 goodbyes            
87.67                0.86                 if                  
87.85                0.75                 you                 
88.03                0.68                 got                 
88.21                0.76                 someone             
88.57                0.75                 you                 
88.75                0.75                 can                 
89.11                0.72                 say                 
89.66                0.71                 goodbye             
91.15                0.68                 to                  
91.82                0.67                 i                   
92.37                0.57                 believe             
93.09                0.71                 the                 
93.27                0.71                 world               
93.81                0.82                 is                  
93.99                0.73                 burnin              
94.35                0.72                 to                  
94.53                0.73                 the                 
94.72                0.73                 ground              
95.26                0.72                 oh                  
95.44                0.73                 well                
95.98                0.70                 i                   
96.16                0.75                 guess               
96.70                0.72                 we're               
96.88                0.74                 gonna               
97.25                0.71                 find                
97.61                0.74                 out                 
97.97                0.71                 let's               
98.33                0.72                 see                 
98.69                0.70                 how                 
99.05                0.69                 far                 
99.41                0.72                 we've               
99.78                0.71                 come                
99.96                0.74                 right               
100.32               0.70                 now                 
100.86               0.74                 let's               
101.22               0.73                 see                 
101.58               0.71                 how                 
101.94               0.70                 far                 
102.31               0.71                 we've               
102.67               0.70                 come                
103.21               0.73                 well                
103.39               0.72                 i                   
103.93               0.57                 believe             
104.66               0.71                 it                  
104.84               0.76                 all                 
105.38               0.79                 is                  
105.56               0.73                 comin               
105.92               0.72                 to                  
106.10               0.84                 an                  
106.28               0.73                 end                 
106.82               0.74                 oh                  
107.00               0.75                 well                
107.55               0.74                 i                   
107.73               0.77                 guess               
108.27               0.74                 we're               
108.45               0.74                 gonna               
108.81               0.73                 pretend             
109.53               0.68                 let's               
109.90               0.71                 see                 
110.26               0.70                 how                 
110.62               0.71                 far                 
110.98               0.74                 we've               
111.34               0.71                 come                
111.52               1.36                 again               
112.43               0.71                 let's               
112.79               0.72                 see                 
113.15               0.71                 how                 
113.51               0.70                 far                 
113.87               0.71                 we've               
114.23               0.69                 come                
126.16               0.72                 it's                
126.52               0.69                 gone                
127.06               0.70                 gone                
127.61               0.72                 baby                
127.97               0.70                 it's                
128.15               0.71                 all                 
128.51               0.69                 gone                
129.23               0.48                 there's             
129.41               0.70                 noone               
129.78               0.66                 in                  
129.96               0.71                 the                 
130.14               0.72                 corner              
130.50               0.80                 and                 
130.68               0.71                 there's             
130.86               0.71                 noone               
131.22               0.75                 at                  
131.40               0.94                 home                
131.76               0.74                 well                
131.94               0.70                 it                  
132.12               0.68                 was                 
132.31               0.75                 cool                
132.85               0.77                 cool                
133.39               0.71                 it                  
133.57               0.70                 was                 
133.75               0.68                 just                
133.93               0.71                 all                 
134.29               0.72                 cool                
134.84               0.71                 now                 
135.02               0.76                 it's                
135.20               0.72                 over                
135.56               0.70                 for                 
135.74               0.71                 me                  
136.28               0.79                 and                 
136.46               0.71                 it's                
136.64               0.69                 over                
137.00               0.72                 for                 
137.19               0.73                 you                 
137.55               0.74                 well                
137.73               0.69                 it's                
138.09               0.63                 gone                
138.63               0.72                 gone                
139.17               0.71                 baby                
139.53               0.72                 it's                
139.72               0.75                 all                 
140.08               0.74                 gone                
140.80               0.50                 there's             
140.98               0.72                 no                  
141.16               0.74                 one                 
141.34               0.84                 in                  
141.52               0.73                 the                 
141.70               0.74                 corner              
142.06               0.81                 and                 
142.25               0.73                 there's             
142.43               0.71                 no                  
142.61               0.71                 one                 
142.79               0.77                 at                  
142.97               0.77                 home                
143.33               0.73                 well                
143.51               0.69                 it                  
143.69               0.67                 was                 
143.87               0.73                 cool                
144.41               0.69                 cool                
144.96               0.71                 it                  
145.14               0.71                 was                 
145.32               0.70                 just                
145.50               0.75                 all                 
145.86               0.71                 cool                
146.40               0.70                 now                 
146.58               0.78                 it's                
146.76               0.71                 over                
147.12               0.70                 for                 
147.31               0.70                 me                  
147.85               0.72                 and                 
148.03               0.73                 it's                
148.21               0.73                 over                
148.84               0.68                 for                 
149.20               0.66                 you                 
152.55               0.66                 i                   
153.09               0.54                 believe             
153.81               0.72                 the                 
153.99               0.70                 world               
154.53               0.81                 is                  
154.72               0.72                 burnin              
155.08               0.73                 to                  
155.26               0.72                 the                 
155.44               0.70                 ground              
155.98               0.69                 oh                  
156.16               0.70                 well                
156.70               0.69                 i                   
156.88               0.74                 guess               
157.43               0.66                 we're               
157.61               0.71                 gonna               
157.97               0.68                 find                
158.33               0.73                 out                 
158.69               0.63                 let's               
159.05               0.68                 see                 
159.41               0.69                 how                 
159.78               0.68                 far                 
160.14               0.71                 we've               
160.50               0.70                 come                
160.68               0.68                 ah                  
161.22               0.53                 yeah                
161.58               0.66                 let's               
161.94               0.69                 see                 
162.31               0.66                 how                 
162.67               0.69                 far                 
163.03               0.70                 we've               
163.39               0.69                 come                
163.57               0.72                 yeah                
163.75               0.84                 well                
164.11               0.71                 i                   
164.66               0.70                 believe             
165.38               0.67                 it                  
165.56               0.70                 all                 
166.10               0.79                 is                  
166.28               0.72                 comin               
166.64               0.71                 to                  
166.82               0.83                 an                  
167.00               0.72                 end                 
167.55               0.71                 oh                  
167.73               0.71                 well                
168.27               0.73                 i                   
168.45               0.78                 guess               
168.99               0.73                 we're               
169.17               0.73                 gonna               
169.53               0.72                 pretend             
170.26               0.69                 let's               
170.62               0.70                 see                 
170.98               0.69                 how                 
171.34               0.70                 far                 
171.70               0.71                 we've               
172.06               0.70                 come                
172.25               1.19                 again               
173.15               0.68                 let's               
173.51               0.71                 see                 
173.87               0.68                 how                 
174.23               0.69                 far                 
174.59               0.72                 we've               
174.96               0.68                 come                
176.04               0.67                 let's               
176.40               0.70                 see                 
176.76               0.69                 how                 
177.12               0.70                 far                 
177.49               0.73                 we've               
177.85               0.69                 come                
178.93               0.63                 let's               
179.29               0.69                 see                 
179.66               0.70                 how                 
180.02               0.68                 far                 
180.38               0.72                 we've               
180.74               0.70                 come                
181.82               0.66                 let's               
182.19               0.70                 see                 
182.55               0.68                 how                 
182.91               0.69                 far                 
183.27               0.73                 we've               
183.63               0.71                 come                
184.72               0.51                 let's               
185.08               0.69                 see                 
185.44               0.67                 how                 
185.80               0.68                 far                 
186.16               0.72                 we've               
186.52               0.70                 come                
187.61               0.69                 let's               
187.97               0.65                 see                 
188.33               0.68                 how                 
188.69               0.69                 far                 
189.05               0.73                 we've               
189.41               0.69                 come                
190.50               0.67                 let's               
190.86               0.68                 see                 
191.22               0.67                 how                 
191.58               0.66                 far                 
191.94               0.71                 we've               
192.31               0.68                 come                
193.39               0.66                 let's               
193.75               0.67                 see                 
194.11               0.68                 how                 
194.47               0.69                 far                 
