id: 1554beb0375b48a98ee87208e0be5103 url: bIGv23PvfMo                         
PCO: 0.9640          AAE: 0.1808                              
                                                              
gt_time              time_dif             word                
98.91                0.11                 who                 
99.16                0.10                 used                
99.40                0.11                 to                  
99.65                0.07                 cry                 
100.02               0.12                 for                 
100.39               -0.11                love                
101.62               0.12                 cry                 
102.11               0.03                 for                 
102.48               -0.18                love                
103.22               0.13                 ooh                 
103.71               0.12                 time                
104.20               0.23                 and                 
104.44               0.13                 time                
105.31               0.29                 again               
106.90               -0.99                i                   
107.27               0.09                 used                
107.52               0.12                 to                  
107.76               0.08                 cry                 
108.01               0.16                 for                 
108.50               0.16                 some                
108.99               0.20                 love                
111.33               0.09                 tonight             
114.53               0.26                 and                 
114.77               0.18                 we'll               
115.14               0.16                 be                  
115.51               0.09                 together            
117.35               0.13                 with                
117.60               0.14                 a                   
117.85               0.10                 little              
118.34               0.12                 luck                
118.58               0.20                 a                   
118.83               0.11                 little              
119.57               -0.21                luck                
121.17               0.10                 we'll               
121.41               0.09                 be                  
121.66               0.07                 coming              
122.64               0.30                 out                 
123.13               0.15                 of                  
123.38               0.14                 the                 
123.63               0.12                 dark                
124.61               0.14                 say                 
125.47               0.07                 you                 
125.72               0.08                 will                
126.70               0.07                 say                 
127.44               0.03                 you'll              
127.68               0.11                 come                
129.16               0.09                 my                  
129.65               0.37                 way                 
130.63               0.27                 and                 
130.88               0.18                 this                
131.31               0.12                 means               
131.62               0.21                 forever             
133.46               0.11                 with                
133.71               0.12                 a                   
133.95               0.08                 little              
134.44               0.12                 luck                
134.69               0.18                 a                   
134.94               0.12                 little              
135.67               0.17                 luck                
137.27               0.08                 we'll               
137.52               0.07                 be                  
137.76               0.08                 coming              
138.75               0.12                 out                 
139.24               -0.05                of                  
139.49               -0.11                the                 
139.73               0.11                 dark                
140.72               0.12                 say                 
141.45               -0.06                you                 
141.70               0.11                 will                
142.68               0.18                 say                 
143.42               0.13                 you'll              
143.67               0.17                 come                
151.29               -0.35                it's                
151.53               0.17                 like                
151.78               0.20                 a                   
152.03               0.09                 wave                
153.87               0.34                 that                
154.12               0.40                 touched             
154.49               0.14                 my                  
154.85               0.15                 skin                
159.40               -1.18                and                 
159.53               0.14                 i'll                
159.65               0.09                 let                 
159.90               0.10                 you                 
160.14               0.13                 stay                
162.97               0.20                 and                 
163.22               0.12                 we'll               
163.58               0.12                 be                  
164.08               -0.07                together            
179.08               0.05                 and                 
179.32               0.10                 we'll               
179.69               0.11                 be                  
179.94               0.16                 together            
181.90               -0.92                with                
182.15               0.06                 a                   
182.40               0.02                 little              
182.83               0.13                 luck                
183.13               0.22                 a                   
183.38               0.04                 little              
184.12               -0.26                luck                
185.59               0.15                 we'll               
185.84               0.16                 be                  
186.08               0.14                 coming              
187.07               0.16                 out                 
187.68               0.01                 of                  
187.87               -0.11                the                 
188.05               0.17                 dark                
189.16               0.09                 say                 
189.90               0.12                 you                 
190.14               0.13                 will                
191.13               0.12                 say                 
191.86               0.15                 you'll              
192.11               0.18                 come                
193.58               -0.48                my                  
194.08               0.44                 way                 
195.18               0.19                 and                 
195.43               0.06                 this                
195.74               0.15                 means               
196.04               0.24                 forever             
198.01               0.04                 with                
198.26               0.04                 a                   
198.50               0.01                 little              
198.93               0.11                 luck                
199.24               0.20                 a                   
199.49               0.05                 little              
200.22               -0.34                luck                
201.70               0.11                 we'll               
201.94               0.12                 be                  
202.19               0.13                 coming              
203.17               0.16                 out                 
203.67               0.18                 of                  
203.91               0.17                 the                 
204.16               0.13                 dark                
205.14               0.15                 say                 
205.88               0.20                 you                 
206.13               0.16                 will                
207.11               0.18                 say                 
207.97               -0.61                you'll              
208.22               2.67                 come                
211.17               0.28                 and                 
211.41               0.19                 we'll               
211.90               0.07                 be                  
212.27               0.12                 togetherther        
213.99               0.14                 with                
214.24               0.15                 a                   
214.49               0.11                 little              
214.98               0.13                 luck                
215.22               0.26                 a                   
215.47               0.13                 little              
216.33               -0.20                luck                

                    
                    
                   
id: 83293e52da6248abaca134a653948808 url: O7W5WOIhv14                         
PCO: 0.8419          AAE: 0.2809                              
                                                              
gt_time              time_dif             word                
18.07                0.13                 i                   
18.32                0.14                 saw                 
18.58                0.16                 your                
18.83                0.14                 face                
20.23                0.09                 and                 
20.35                0.08                 you                 
20.61                0.15                 saw                 
20.86                0.15                 mine                
22.38                -1.21                and                 
22.64                -0.67                then                
22.76                -0.40                we                  
23.02                -0.43                get                 
23.27                0.11                 much                
23.78                0.11                 higher              
26.32                0.08                 i                   
26.57                0.11                 can't               
26.82                0.13                 deny                
28.35                -0.88                you                 
28.60                0.12                 came                
28.98                0.02                 in                  
29.11                0.15                 time                
30.50                0.17                 to                  
30.63                0.16                 set                 
31.01                0.12                 the                 
31.27                0.03                 night               
31.65                -0.00                on                  
31.90                0.16                 fire                
34.18                0.18                 close               
34.82                0.10                 your                
35.20                0.60                 eyes                
36.47                -0.04                close               
36.98                0.01                 your                
37.23                0.59                 eyes                
37.99                0.11                 and                 
38.25                0.23                 say                 
42.56                0.04                 you're              
43.07                0.07                 the                 
43.32                0.10                 one                 
44.59                0.06                 don't               
45.10                0.08                 you                 
45.35                0.09                 feel                
46.11                0.18                 the                 
46.37                0.09                 same                
49.41                0.16                 and                 
49.67                0.07                 heaven              
50.30                -0.03                can                 
50.49                0.03                 wait                
53.47                -0.37                cause               
53.73                0.14                 you're              
53.98                0.07                 my                  
54.24                0.14                 desire              
57.79                -2.67                heaven              
58.30                -0.39                can                 
58.55                0.14                 wait                
61.09                -0.75                you're              
61.34                0.12                 turning             
61.98                0.20                 up                  
62.10                0.35                 in                  
62.61                0.12                 time                
65.66                0.17                 so                  
65.91                0.14                 take                
66.29                0.04                 up                  
66.55                -0.03                my                  
66.80                -0.05                heart               
68.70                0.14                 living              
69.46                0.14                 for                 
69.78                0.10                 this                
69.97                0.15                 day                 
70.35                0.28                 of                  
70.73                0.15                 joy                 
72.38                0.03                 oh                  
72.76                0.14                 no                  
73.91                -0.51                it's                
74.16                -0.00                never               
74.67                0.02                 too                 
74.86                0.07                 late                
76.57                0.16                 oh                  
76.95                0.02                 yeah                
77.97                0.09                 and                 
78.09                0.15                 heaven              
78.60                0.15                 can                 
78.98                0.01                 wait                
83.55                0.24                 i                   
83.80                0.04                 saw                 
84.06                0.04                 your                
84.31                0.02                 eyes                
85.58                0.16                 and                 
85.83                0.07                 you                 
86.09                0.05                 saw                 
86.34                0.05                 mine                
87.61                -0.94                you                 
87.86                -0.15                can                 
88.12                0.09                 not                 
88.37                0.11                 be                  
88.82                0.20                 a                   
89.13                0.12                 liar                
91.67                -0.52                by                  
91.93                0.13                 day                 
92.24                0.19                 and                 
92.43                0.11                 night               
93.70                0.19                 say                 
93.96                0.17                 what                
94.21                0.19                 you                 
94.46                0.15                 like                
95.80                0.09                 i'll                
96.05                0.12                 keep                
96.37                0.22                 my                  
96.62                0.06                 love                
96.88                0.20                 much                
97.38                0.85                 higher              
99.67                0.08                 close               
100.24               0.06                 your                
100.56               0.58                 eyes                
101.82               -0.01                close               
102.33               0.01                 your                
102.59               0.46                 eyes                
103.35               0.11                 and                 
103.60               0.09                 say                 
107.92               0.05                 you're              
108.36               0.14                 the                 
108.68               0.10                 one                 
110.07               -0.07                don't               
110.45               0.09                 you                 
110.71               0.11                 feel                
111.47               0.14                 the                 
111.72               0.35                 same                
114.90               0.06                 and                 
115.02               0.11                 heaven              
115.53               0.12                 can                 
115.78               0.14                 wait                
118.96               0.04                 cause               
119.21               0.04                 you're              
119.46               -0.01                my                  
119.65               0.10                 desire              
123.14               -2.67                heaven              
123.78               -0.52                can                 
123.91               0.17                 wait                
126.57               0.06                 you're              
126.76               0.08                 turning             
127.33               0.23                 up                  
127.59               0.25                 in                  
128.09               0.02                 time                
131.08               -1.68                so                  
131.27               0.15                 take                
131.65               0.16                 up                  
131.90               -0.02                my                  
132.15               -0.04                heart               
134.06               0.14                 living              
134.82               0.15                 for                 
135.20               0.07                 this                
135.45               0.02                 day                 
135.71               0.33                 of                  
136.09               0.15                 joy                 
137.74               0.04                 oh                  
138.25               0.02                 no                  
139.26               0.05                 it's                
139.39               0.13                 never               
139.90               0.15                 too                 
140.15               0.13                 late                
142.05               0.04                 oh                  
142.31               0.02                 yeah                
143.32               -0.04                and                 
143.58               0.03                 heaven              
144.08               0.03                 can                 
144.27               0.10                 wait                
159.82               -10.11               heaven              
160.33               -2.49                can                 
160.58               0.06                 wait                
161.47               0.17                 wait                
162.48               0.18                 wait                
163.63               0.06                 now                 
163.75               0.16                 heaven              
164.39               0.04                 can                 
164.64               0.07                 wait                
165.59               -0.79                wait                
166.55               -0.82                wait                
171.75               -4.70                and                 
172.00               -2.00                heaven              
172.51               -0.47                can                 
172.76               0.05                 wait                
175.81               0.11                 cause               
176.06               0.09                 you're              
176.32               0.05                 my                  
176.57               0.09                 desire              
179.49               -0.04                oh                  
180.12               0.07                 heaven              
180.63               0.07                 can                 
180.89               0.10                 wait                
183.42               -1.09                you're              
183.68               0.05                 turning             
184.18               0.23                 up                  
184.44               0.28                 in                  
184.95               0.10                 time                
187.93               0.16                 so                  
188.12               0.20                 take                
188.44               0.28                 up                  
188.63               0.16                 my                  
188.88               0.14                 heart               
191.04               0.09                 living              
191.80               0.07                 for                 
192.05               0.10                 this                
192.31               0.05                 day                 
192.56               0.45                 of                  
193.07               0.13                 joy                 
194.59               0.09                 oh                  
195.10               0.07                 no                  
196.11               0.10                 it's                
196.37               0.06                 never               
196.88               0.08                 too                 
197.13               0.08                 late                
198.91               0.05                 oh                  
199.16               0.07                 yeah                
200.17               0.10                 and                 
200.43               0.10                 heaven              
200.94               0.08                 can                 
201.19               0.06                 wait                
204.24               -0.94                cause               
204.49               0.11                 you're              
204.74               0.08                 my                  
205.00               0.11                 desire              
208.55               -1.56                heaven              
209.06               -0.42                can                 
209.31               0.09                 wait                
210.83               -0.39                oohooh              
211.85               0.13                 you're              
212.10               0.08                 turn                
212.36               0.29                 ing                 
212.61               0.30                 up                  
212.86               0.34                 in                  
213.37               0.09                 time                
216.48               -1.37                so                  
216.67               0.11                 take                
216.93               0.28                 up                  
217.18               0.09                 my                  
217.43               0.07                 heart               
219.46               0.11                 living              
220.23               0.09                 for                 
220.48               0.14                 this                
220.73               0.09                 day                 
220.99               0.47                 of                  
221.49               0.14                 joy                 
223.02               0.11                 oh                  
223.52               0.09                 no                  
224.54               0.14                 it's                
224.79               0.09                 never               
225.30               0.12                 too                 
225.56               1.35                 late                
227.33               0.13                 oh                  
227.59               0.09                 yeah                
228.60               -0.07                and                 
228.85               0.12                 heaven              
229.36               0.10                 can                 
229.62               0.05                 waitwait            

                    
                    
                   
id: 6012df0f40b94a17b4809cc761641e2f url: 8-zx-OOH3Uo                         
PCO: 0.8465          AAE: 0.6734                              
                                                              
gt_time              time_dif             word                
21.82                -19.92               hear                
22.04                -11.78               those               
22.26                0.05                 voices              
22.70                -0.13                from                
22.92                0.27                 the                 
23.36                0.07                 radio               
25.01                0.16                 i                   
25.23                0.15                 switched            
25.56                0.07                 it                  
25.78                0.06                 off                 
26.00                0.07                 because             
26.33                0.16                 she                 
26.55                0.15                 told                
26.99                0.15                 me                  
27.21                0.17                 so                  
27.65                0.17                 she's               
27.98                0.23                 an                  
28.14                0.21                 investigator        
31.17                0.11                 she's               
31.39                0.12                 like                
31.61                1.25                 an                  
32.82                0.27                 elevator            
35.57                0.12                 nobody              
36.23                0.11                 told                
36.45                0.17                 me                  
36.67                0.16                 we'd                
36.89                0.12                 be                  
37.33                0.12                 all                 
37.55                0.11                 alone               
38.21                0.13                 you                 
38.43                0.09                 know                
38.65                0.10                 somewhere           
39.09                0.13                 my                  
39.31                0.12                 friend              
39.53                0.13                 he'd                
39.75                0.10                 left                
39.97                0.13                 me                  
40.19                0.07                 in                  
40.40                0.09                 that                
40.84                0.11                 red                 
41.06                0.10                 light               
41.28                0.11                 zone                
41.72                0.11                 you                 
41.94                0.10                 know                
42.49                0.20                 she                 
42.71                0.19                 said                
43.04                0.09                 i've                
43.26                0.08                 seen                
43.48                0.12                 your                
43.70                0.08                 deepest             
44.14                0.09                 secrets             
44.69                0.19                 son                 
45.24                0.10                 they're             
45.46                0.11                 just                
45.68                0.22                 as                  
45.90                0.07                 lightning           
46.34                0.09                 in                  
46.56                0.08                 the                 
46.78                0.07                 look                
47.00                0.11                 of                  
47.22                0.07                 your                
47.44                1.31                 eyes                
48.65                0.17                 i                   
48.87                0.19                 said                
49.20                0.09                 i                   
49.42                0.05                 want                
49.64                0.09                 you                 
49.86                0.06                 baby                
50.41                0.18                 i                   
50.63                0.17                 said                
50.96                0.07                 i                   
51.18                0.04                 want                
51.40                0.07                 some                
51.62                0.06                 more                
52.17                0.14                 i                   
52.39                0.15                 said                
52.61                0.16                 i                   
52.83                0.15                 never               
53.27                0.18                 ever                
53.71                0.13                 felt                
53.93                0.19                 it                  
54.15                0.15                 like                
54.37                0.17                 that                
54.59                0.13                 moment              
55.03                0.13                 before              
56.57                0.17                 she's               
56.90                0.21                 an                  
57.07                0.12                 assassin            
58.33                0.16                 she's               
58.55                0.12                 melting             
58.99                0.12                 steel               
59.32                0.05                 in                  
59.54                0.01                 my                  
59.87                0.08                 heart               
61.30                -0.49                but                 
61.52                0.05                 i                   
61.63                0.11                 long                
62.07                0.15                 for                 
62.29                0.12                 more                
62.73                0.14                 she                 
62.95                0.13                 said                
63.22                0.07                 i                   
63.39                0.09                 want                
63.61                0.12                 your                
63.83                0.11                 body                
64.49                0.13                 she                 
64.71                0.12                 said                
64.98                0.07                 i                   
65.20                0.06                 want                
65.37                0.13                 your                
65.59                0.12                 soul                
66.25                0.11                 she                 
66.47                0.07                 said                
66.69                0.11                 an                  
66.91                0.08                 fallen              
67.35                0.10                 angel               
67.79                0.10                 takes               
68.12                0.05                 it                  
68.23                0.10                 but                 
68.45                0.11                 she'll              
68.67                0.10                 never               
69.11                0.08                 let                 
69.33                0.09                 go                  
70.65                0.12                 she's               
70.92                0.24                 an                  
71.09                0.26                 invader             
72.30                0.21                 she's               
72.63                0.09                 from                
72.85                0.24                 another             
73.73                0.06                 world               
75.27                0.03                 but                 
75.49                0.09                 i                   
75.71                0.08                 beg                 
76.15                0.10                 for                 
76.37                0.09                 more                
77.03                0.29                 and                 
77.47                0.06                 more                
91.65                0.15                 she's               
91.87                0.14                 raising             
92.31                0.14                 feelings            
92.75                0.14                 cutting             
93.41                0.13                 like                
93.63                0.15                 a                   
93.85                0.13                 knife               
95.17                0.14                 she's               
95.39                0.13                 pouring             
95.83                0.11                 fire                
96.16                0.12                 into                
96.49                0.10                 my                  
96.93                -0.07                liquid              
97.37                0.10                 life                
98.69                0.10                 there's             
98.91                0.11                 no                  
99.13                0.24                 escaping            
99.79                0.07                 from                
100.01               0.06                 her                 
100.34               0.17                 mysteries           
101.22               0.22                 she                 
101.55               0.12                 gives               
101.77               0.11                 me                  
101.99               0.12                 kisses              
102.43               0.12                 of                  
102.65               0.11                 the                 
102.87               0.06                 strangest           
103.53               0.12                 kind                
104.74               0.16                 she                 
104.96               0.17                 says                
105.73               0.10                 i                   
105.95               0.06                 know                
106.17               0.08                 you'lllike          
106.55               0.11                 it                  
106.72               0.15                 so                  
106.94               0.17                 come                
107.38               0.17                 over                
107.87               0.09                 here                
108.26               0.17                 she                 
108.48               0.16                 says                
108.81               0.15                 and                 
109.03               0.03                 let                 
109.25               0.04                 that                
109.47               0.05                 rhythm              
109.91               0.03                 filter              
110.24               0.16                 through             
110.57               0.07                 your                
111.01               0.04                 body                
111.45               0.05                 dear                
111.89               0.02                 and                 
111.89               0.16                 and                 
112.00               0.15                 then                
112.11               0.48                 then                
112.22               0.55                 she                 
112.66               0.18                 she                 
112.99               0.04                 always              
113.43               0.06                 did                 
113.54               0.05                 and                 
113.65               0.10                 it                  
113.76               0.06                 then                
113.87               0.04                 and                 
113.98               0.14                 she                 
114.03               0.15                 she                 
114.53               0.08                 always              
114.86               0.17                 will                
115.30               -0.18                and                 
115.30               0.14                 she'll              
115.51               0.02                 then                
115.51               0.11                 stay                
115.73               0.14                 she                 
115.84               0.10                 a                   
115.95               0.13                 hunter              
116.39               0.13                 till                
116.61               0.17                 the                 
116.94               0.12                 end                 
117.05               0.15                 she'll              
117.16               0.29                 of                  
117.27               0.25                 stay                
117.49               0.13                 time                
117.60               0.23                 a                   
117.82               0.05                 hunter              
118.15               0.16                 to                  
118.37               0.15                 me                  
118.70               0.10                 and                 
118.92               0.11                 i                   
119.09               0.09                 said                
119.36               0.04                 i                   
119.58               0.01                 want                
119.80               0.07                 you                 
120.02               0.01                 baby                
120.68               0.05                 i                   
120.85               0.07                 said                
121.12               0.00                 i                   
121.23               0.08                 want                
121.45               0.11                 some                
121.67               0.10                 more                
122.33               0.09                 i                   
122.55               0.06                 said                
122.77               0.09                 i                   
122.99               0.08                 never               
123.43               0.11                 ever                
123.87               0.11                 felt                
124.09               0.15                 it                  
124.31               0.11                 like                
124.53               0.10                 that                
124.75               0.11                 moment              
125.19               0.11                 before              
126.62               0.22                 she's               
127.01               0.25                 an                  
127.17               0.15                 assassin            
128.49               0.11                 she's               
128.71               0.10                 melting             
129.10               0.13                 steel               
129.37               0.14                 in                  
129.59               0.10                 my                  
130.03               0.06                 heart               
131.35               0.04                 but                 
131.57               0.10                 i                   
131.79               0.06                 long                
132.23               0.11                 for                 
132.45               0.08                 more                
132.89               0.10                 she                 
133.11               0.09                 said                
133.33               0.10                 i                   
133.55               0.04                 want                
133.77               0.08                 your                
133.99               0.05                 body                
134.65               0.08                 she                 
134.87               0.05                 said                
135.09               0.08                 i                   
135.31               0.05                 want                
135.53               0.08                 your                
135.75               0.05                 soul                
136.41               0.09                 she                 
136.63               0.08                 said                
136.85               0.09                 a                   
137.07               0.05                 fallen              
137.51               0.10                 angel               
137.95               0.06                 takes               
138.17               0.09                 it                  
138.33               0.09                 but                 
138.61               0.05                 she'll              
138.83               0.06                 never               
139.21               0.09                 let                 
139.43               0.13                 go                  
140.70               0.19                 she's               
140.97               0.17                 an                  
141.19               0.27                 invader             
142.46               0.15                 she's               
142.68               0.16                 from                
142.90               0.31                 another             
143.78               0.10                 world               
145.43               -0.94                but                 
145.65               0.04                 i                   
145.76               0.14                 beg                 
146.20               0.17                 for                 
146.42               0.16                 more                
147.08               0.38                 and                 
147.52               0.12                 more                
160.93               -10.90               she                 
161.15               0.09                 said                
161.37               0.08                 i                   
161.59               0.05                 want                
161.81               0.11                 you                 
